id,original_title,genres
922,Dead Man,Drama Fantasy Western
11876,Le Hussard sur le toit,War Adventure Drama Romance
52633,Switchblade Sisters,Action Crime Drama
62364,Boca a boca,Comedy Foreign
11687,Les visiteurs,Fantasy Comedy
9304,Multiplicity,Comedy Fantasy
73183,"The Haunted World of Edward D. Wood, Jr.",Documentary
131232,Due Amici,Drama Foreign
9100,The Craft,Drama Fantasy Horror Thriller
20759,The Great White Hype,Comedy Drama
46063,Last Dance,Drama Thriller
365371,War Stories Our Mother Never Told Us,
32513,Cold Comfort Farm,Comedy Drama Romance
40651,"Institute Benjamenta, or This Dream People Call Human Life",Animation Drama
36915,Heaven's Prisoners,Drama Mystery Thriller
40507,Original Gangstas,Action Drama Crime Thriller
9802,The Rock,Action Adventure Thriller
25697,Getting Away with Murder,Comedy
21588,Dellamorte Dellamore,Fantasy Drama Horror Comedy
664,Twister,Action Adventure Drama
11867,Barb Wire,Action
47119,Le garçu,Drama
314352,Honigmond,Comedy
9323,GHOST IN THE SHELL,Action Animation
10280,Thinner,Horror Thriller
10535,Spy Hard,Action Comedy
124613,Brothers in Trouble,Comedy Drama
532,A Close Shave,Family Animation Comedy
26744,Force of Evil,Drama Action Crime
16299,The Stupids,Comedy Family
10547,The Arrival,Action Mystery Thriller
245268,The Man from Down Under,Drama War
935,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Drama Comedy War
55613,Careful,Horror Comedy Drama Fantasy
215107,Vermont Is for Lovers,
41007,A Month by the Lake,Comedy Drama Romance
35645,Gold Diggers: The Secret of Bear Mountain,Drama
110465,Kim,Family Adventure
255546,Carmen Miranda: Bananas Is My Business,Documentary
40751,東邪西毒,Drama Action
275096,Khomreh,
85778,Maya Lin: A Strong Clear Vision,Documentary
11101,Stalingrad,Drama History War
9826,The Phantom,Adventure Action
9879,Striptease,Drama Thriller Crime
63564,The Last of the High Kings,Drama Comedy
22621,Heavy,Drama Romance
7095,Jack,Comedy Drama
26890,I Shot Andy Warhol,Drama
46732,The Grass Harp,Comedy Drama Family
124633,Tuđa Amerika,Drama
202425,La vie est belle,Music Romance
196940,Quartier Mozart,
77771,Touki-Bouki,Drama Romance
181083,Wend Kuuni,Drama
41225,Histoires extraordinaires,Drama Mystery Horror
188589,Babyfever,
87190,Pharaoh's  Army,Western Drama War
627,Trainspotting,Drama Crime
32872,Til There Was You,Comedy Romance
602,Independence Day,Action Adventure
14553,Stealing Beauty,Drama Romance
9566,The Fan,Drama Mystery Thriller
10545,The Hunchback of Notre Dame,Drama Animation Family
9894,The Cable Guy,Comedy Drama Thriller
11543,Kingpin,Comedy
9268,Eraser,Action Drama Mystery Thriller
52059,The Gate of Heavenly Peace,Documentary
9327,The Nutty Professor,Fantasy Comedy Romance
123763,"Yo, la peor de todas",Drama Foreign
81949,Un été inoubliable,Drama Romance War
42005,"Hol volt, hol nem volt",
124306,En compagnie d'Antonin Artaud,
183955,Sibak,
44535,Somebody to Love,Comedy Drama
44495,A Very Natural Thing,Drama
78285,La vieille qui marchait dans la mer,Comedy
11228,Daylight,Action Adventure Thriller
10779,The Frighteners,Horror Comedy
26748,Lone Star,Drama Mystery Romance
38223,Harriet the Spy,Comedy Drama Family
9294,Phenomenon,Drama Fantasy Romance
49963,Walking and Talking,Comedy Drama Romance
11363,She's the One,Comedy Romance
1645,A Time to Kill,Crime Drama Thriller
31546,American Buffalo,Drama
77056,Les Rendez-vous de Paris,Romance Comedy
36344,Alaska,Adventure
18550,Fled,Action Comedy Thriller
11511,Kazaam,Fantasy Comedy Family
172198,Bűvös vadász,
34170,Larger Than Life,Family Comedy
281085,A Boy Called Hate,
109478,Power 98,Action Mystery Thriller
124645,Two Deaths,War Drama
12606,A Very Brady Sequel,Comedy
69895,Stefano Quantestorie,Comedy
35206,La mort en ce jardin,Adventure Drama
151489,Hedd Wyn,War Drama
4837,La Collectionneuse,Drama Comedy Romance
12632,Kaspar Hauser,Drama Foreign
9098,Echte Kerle,Comedy Foreign
282919,Diebinnen,Drama
124614,O Convento,Thriller
18975,The Adventures of Pinocchio,Animation Family Fantasy
11962,Joe's Apartment,Fantasy Comedy Music
2925,The First Wives Club,Comedy
28628,Stonewall,Romance Drama Comedy
3595,Ransom,Action Thriller
9308,High School High,Comedy
92381,Phat Beach,Comedy
18555,Foxfire,Action Drama Thriller
12123,Chain Reaction,Action Drama Thriller
10830,Matilda,Comedy Family Fantasy
3573,Emma,Drama Comedy Romance
10546,The Crow: City of Angels,Action Fantasy Thriller
18862,House Arrest,Comedy Family
31417,Les Yeux sans visage,Drama Horror Thriller
9431,Bordello of Blood,Horror Comedy
124619,Lotto Land,Drama
297645,The Story of Xinghua,
48144,天國逆子,
46986,Flirt,Drama Romance
144982,The Big Squeeze,Drama
47907,The Spitfire Grill,Comedy Drama
10061,Escape from L.A.,Action Adventure Thriller
36266,Xích lô,Crime Drama
549,Basquiat,Drama History
10478,Tin Cup,Comedy Drama Romance
66634,Dingo,Drama Music
116690,楢山節考,Drama
213917,Un week-end sur deux,Drama
145925,Mille bolle blu,
100914,Wuya yu maque,
238,The Godfather,Drama Crime
159,Der bewegte Mann,Comedy Drama
11134,警察故事 III：超級警察,Action Crime Thriller
88224,Manny & Lo,Drama Comedy
132641,Tsuma,Drama
42758,Small Faces,
9303,Bound,Crime Drama Romance Thriller
23945,Carpool,Comedy Family
37820,Death in Brunswick,Drama
22479,Kansas City,Thriller Drama Music Crime
9054,Gone Fishin',Comedy Family
241058,Lover's Knot,Romance Comedy
11985,愛情萬歲,Drama
10232,Schatten der Engel,Drama
59569,Killer: A Journal of Murder,Drama
410921,Nothing to Lose,Action Crime Drama
38955,超级计划,Action Adventure Crime
110513,Girls Town,Comedy Drama
114089,Bye-Bye,Drama
11015,The Relic,Horror Mystery Thriller
9306,The Island of Dr. Moreau,Fantasy Horror
12559,First Kid,Comedy Family
58770,The Trigger Effect,Drama Thriller
124851,Sweet Nothing,
3587,Bogus,Fantasy Comedy Family
10723,Bulletproof,Action Adventure Comedy Thriller
56077,Talk of Angels,Drama Romance War
19004,The Land Before Time III: The Time of the Great Giving,Animation Adventure Family
101230,06,
253632,Baton Rouge,Thriller
10987,Halloween: The Curse of Michael Myers,Horror Thriller
44705,Twelfth Night,Drama Comedy Romance
20318,Mother Night,Drama History
43596,Liebelei,Drama Romance
79782,Wenecja,Drama Romance
26933,Les Roseaux Sauvages,Drama Romance
27854,For Whom the Bell Tolls,Drama History Romance Thriller
981,The Philadelphia Story,Comedy Romance
872,Singin' in the Rain,Comedy Music Romance
2769,An American in Paris,Drama Comedy Music Romance
13320,Funny Face,Music Comedy Romance
164,Breakfast at Tiffany's,Comedy Drama Romance
426,Vertigo,Mystery Romance Thriller
567,Rear Window,Drama Mystery Thriller
3078,It Happened One Night,Comedy Romance
13528,Gaslight,Drama Mystery Thriller Crime
28288,The Gay Divorcee,Comedy Music Romance
213,North by Northwest,Mystery Thriller
284,The Apartment,Comedy Drama Romance
239,Some Like It Hot,Comedy Romance
4808,Charade,Comedy Mystery Romance Thriller
289,Casablanca,Drama Romance
963,The Maltese Falcon,Mystery Crime Thriller
11113,My Fair Lady,Drama Family Music Romance
6620,Sabrina,Comedy Drama Romance
804,Roman Holiday,Comedy Romance
26531,The Little Princess,Drama Comedy Family
909,Meet Me in St. Louis,Comedy Music Romance
630,The Wizard of Oz,Adventure Family Fantasy
770,Gone with the Wind,Drama Romance War
31044,My Favorite Year,Comedy Drama
599,Sunset Boulevard,Drama
15,Citizen Kane,Mystery Drama
62,2001: A Space Odyssey,Mystery Adventure
121357,Golden Earrings,Adventure Romance
705,All About Eve,Drama
22490,The Women,Comedy Drama
223,Rebecca,Drama Mystery
25670,Foreign Correspondent,Mystery Thriller War
303,Notorious,Thriller Drama Romance
4174,Spellbound,Drama Mystery Thriller
8356,An Affair to Remember,Drama Romance
381,To Catch a Thief,Crime Drama Mystery Romance Thriller
20758,Father of the Bride,Comedy Drama Family Romance
29376,The Band Wagon,Comedy Music
1859,Ninotchka,Comedy Romance
18299,Love in the Afternoon,Comedy Drama Romance
17281,Gigi,Comedy Music Romance
64382,The Reluctant Debutante,Comedy Romance
10907,The Adventures of Robin Hood,Action Adventure Romance
32093,The Mark of Zorro,Action Adventure Drama Romance Western
1939,Laura,Drama Mystery
22292,The Ghost and Mrs. Muir,Fantasy Romance Mystery
3598,Lost Horizon,Adventure Fantasy Drama Mystery
3080,Top Hat,Comedy Music Romance
198,To Be or Not to Be,Comedy War
13562,My Man Godfrey,Comedy Romance
1712,Giant,Action Drama Western
220,East of Eden,Drama
3529,The Thin Man,Comedy Crime Mystery
3085,His Girl Friday,Comedy Drama
2897,Around the World in Eighty Days,Adventure Comedy Family Fantasy Romance
1585,It's a Wonderful Life,Drama Family Fantasy
3083,Mr. Smith Goes to Washington,Comedy Drama
900,Bringing Up Baby,Comedy Romance
43795,Penny Serenade,Drama Romance
85638,The Scarlet Letter,Drama
50001,Lady of Burlesque,Comedy Thriller Mystery Romance
43905,Of Human Bondage,Drama
22688,Angel on My Shoulder,Comedy Fantasy Romance
23114,Little Lord Fauntleroy,Drama Family
26378,They Made Me a Criminal,Thriller Crime Drama Mystery
40206,The Inspector General,Comedy Music Romance
22356,Angel and the Badman,Romance Western
260,The 39 Steps,Action Thriller Mystery
43488,A Walk in the Sun,War Drama
22613,The Outlaw,Action Adventure Western
10331,Night of the Living Dead,Horror
488,The African Queen,Adventure War Romance
22733,Beat the Devil,Action Adventure Comedy Crime Drama Romance
261,Cat on a Hot Tin Roof,Drama Romance
57575,The Last Time I Saw Paris,Romance Drama
32574,Meet John Doe,Drama Comedy Romance
22657,Algiers,Drama Action Mystery Romance
76464,Something to Sing About,Comedy
22649,A Farewell to Arms,Drama Romance War
176841,Moonlight Murder,Music Mystery
125587,Nothing Personal,Drama
39448,Huang jia shi jie,Action Foreign
52855,Dangerous Ground,Drama
39940,Picnic,Drama Romance
172868,Madagascar Skin,
85328,The Pompatus of Love,Comedy Romance Drama
124632,Small Wonders,Documentary Family
11076,Fly Away Home,Action Adventure Drama Family
63945,Bliss,Drama Romance
58985,Grace of My Heart,Drama Comedy Music
890,Schlafes Bruder,Drama
10861,Maximum Risk,Action Adventure Thriller
1770,Michael Collins,Drama Thriller
44465,The Rich Man's Wife,Drama Thriller
2033,Infinity,Drama Romance
18203,Big Night,Drama
9333,Last Man Standing,Action Crime Drama Thriller
47260,Caught,Action Drama Thriller
9400,Set It Off,Drama Action Crime
9401,2 Days in the Valley,Comedy Crime
12241,Curdled,Comedy Crime Thriller
25739,L'associé,Comedy
161806,Ed's Next Move,
11306,Extreme Measures,Drama Thriller
9625,The Glimmer Man,Action Adventure Crime Drama Thriller
10680,D3: The Mighty Ducks,Action Comedy Drama Family
6346,The Chamber,Crime Drama
18660,The Apple Dumpling Gang,Comedy Family
35115,"Davy Crockett, King of the Wild Frontier",Action Adventure Family Western
14821,Escape to Witch Mountain,Adventure Fantasy Family
14136,The Love Bug,Comedy Family Fantasy
10869,Herbie Rides Again,Romance Comedy Family Fantasy
22660,Old Yeller,Adventure Drama Western
19186,The Parent Trap,Comedy Family
31102,Pollyanna,Adventure
6878,Homeward Bound: The Incredible Journey,Adventure Comedy Drama Family
15944,The Shaggy Dog,Comedy Family
18444,Swiss Family Robinson,Adventure Family
20723,That Darn Cat!,Drama Family Comedy
173,"20,000 Leagues Under the Sea",Adventure Drama
864,Cool Runnings,Comedy
24795,Angels in the Outfield,Fantasy Drama Comedy Family
11224,Cinderella,Family Fantasy Animation Romance
81310,Winnie the Pooh and the Blustery Day,Animation Family Music
15947,The Three Caballeros,Animation Family Music
9078,The Sword in the Stone,Animation Family
29682,So Dear to My Heart,Animation Drama Family
8367,Robin Hood: Prince of Thieves,Adventure
433,Mary Poppins,Comedy Family Fantasy
11360,Dumbo,Animation Family
11114,Pete's Dragon,Fantasy Animation Comedy Family
12335,Bedknobs and Broomsticks,Adventure Fantasy Animation Comedy Family Music
12092,Alice in Wonderland,Animation Adventure Family Fantasy
10948,The Fox and the Hound,Adventure Animation Drama Family
11229,Freeway,Comedy Drama Thriller
15121,The Sound of Music,Drama Family Music Romance
562,Die Hard,Action Thriller
10163,The Lawnmower Man,Horror Thriller
48862,Unhook the Stars,Drama Romance
117036,Synthetic Pleasures,Documentary
47199,The Secret Agent,Drama Thriller
11159,Secrets & Lies,Drama
9591,That Thing You Do!,Comedy Drama
30500,To Gillian on Her 37th Birthday,Drama Romance
41843,Surviving Picasso,Drama Romance
55058,Love Is All There Is,Comedy Romance
10938,Beautiful Thing,Comedy Drama Romance
11412,The Long Kiss Goodnight,Crime Action Mystery Thriller
10586,The Ghost and the Darkness,Adventure
42314,Looking for Richard,Documentary
27845,Trees Lounge,Comedy Drama
108365,The Proprietor,Drama
23223,Normal Life,Crime Drama
49471,Get on the Bus,Drama
38153,Shadow Conspiracy,Action Thriller
25147,Jude,Drama Romance
9716,Everyone Says I Love You,Music Comedy Romance
43777,Azúcar amarga,Drama Romance
454,Romeo + Juliet,Drama Romance
10218,Swingers,Comedy Romance
819,Sleepers,Crime Drama Thriller
38191,The Sunchaser,Drama
56830,Johns,Drama
11238,Aladdin and the King of Thieves,Adventure Animation Family
27256,The Woman in Question,Mystery
31530,Shall We Dance,Comedy Music Romance
66473,A Damsel in Distress,Comedy Music Romance
28120,Crossfire,Crime Drama Mystery Thriller
1834,"Murder, My Sweet",Crime Drama Mystery Thriller
26282,Macao,Adventure Drama Romance
37218,For the Moment,War Drama Romance Action
252,Willy Wonka & the Chocolate Factory,Family Fantasy
116356,La vie sexuelle des Belges 1950-1978,Comedy Romance
16372,The Innocents,Horror
11561,Sleeper,Comedy Romance
11302,Bananas,Comedy
623,A Fish Called Wanda,Comedy Crime
583,Life of Brian,Comedy
12614,Victor/Victoria,Comedy Music Romance
21711,The Candidate,Comedy Drama
11575,The Great Race,Adventure Comedy
475,Bonnie and Clyde,Crime Drama
11331,The Old Man and the Sea,Adventure Drama
521,Dial M for Murder,Crime Mystery Thriller
21202,Madame Butterfly,
88,Dirty Dancing,Drama Music Romance
500,Reservoir Dogs,Crime Thriller
792,Platoon,Drama War Action
8491,Weekend at Bernie's,Comedy
402,Basic Instinct,Thriller Mystery
10537,The Doors,Drama Music
11386,The Crying Game,Romance Crime Drama Thriller
9504,Glengarry Glen Ross,Crime Drama Mystery
15764,Sophie's Choice,Drama Romance
601,E.T. the Extra-Terrestrial,Adventure Family Fantasy
67365,The Search for One-eye Jimmy,Comedy
25842,A Christmas Carol,Fantasy Drama Family
2119,Days of Thunder,Adventure
744,Top Gun,Action Romance War
136311,American Strays,Action Comedy
221,Rebel Without a Cause,Drama
702,A Streetcar Named Desire,Drama
25750,Children of the Corn IV: The Gathering,Horror
17642,The Leopard Son,Documentary
427043,Charms Zwischenfälle,Comedy
146341,Bird of Prey,Crime Drama
9305,Microcosmos : Le Peuple de l'herbe,Documentary
37616,Palookaville,Comedy
11112,The Associate,Comedy
21612,The Funeral,Crime Drama
141210,The Sleepover,Comedy Horror
102461,La fille seule,Drama
36998,Le huitième jour,Drama
200383,North Star,Action Adventure Drama Western
116844,Drunks,Drama
1630,The People vs. Larry Flynt,Drama
26626,Glory Daze,Comedy
124837,A Perfect Candidate,Documentary
11816,On Golden Pond,Drama
11843,The Return of the Pink Panther,Mystery Comedy Crime
10379,Drop Dead Fred,Comedy Fantasy Family
2756,The Abyss,Adventure Action Thriller
790,The Fog,Horror
1103,Escape from New York,Action
11298,The Howling,Drama Horror
4480,Jean de Florette,Drama
4481,Manon des Sources,Drama
49688,Johnny cien pesos,Drama
10765,Private Benjamin,Comedy
762,Monty Python and the Holy Grail,Adventure Comedy Fantasy
44497,Hustler White,Romance Drama
85588,Dadetown,
278621,Everything Relative,Drama
99479,Entertaining Angels - The Dorothy Day Story,Drama
55049,Trois vies et une seule mort,Comedy Crime
124829,The Line King: The Al Hirschfeld Story,Documentary
79306,Snowriders,Documentary
356054,Curtis's Charm,
10548,When We Were Kings,Documentary
531,The Wrong Trousers,Animation Comedy Family
104931,JLG/JLG - autoportrait de décembre,Documentary
4483,Le Retour de Martin Guerre,Mystery Crime Drama History Romance
18919,Faust,Animation Drama Fantasy
31556,He Walked by Night,Drama Thriller
26167,Raw Deal,Crime
26174,T-Men,Thriller Crime
61461,I bambini ci guardano,Drama
117500,La symphonie pastorale,Drama
218713,Here Comes Cookie,
217802,Love In Bloom,
127973,Six of a Kind,Comedy
659,Die Blechtrommel,Drama History War
30892,The Ruling Class,Drama Comedy
86369,Mina Tannenbaum,Drama Comedy
8074,Deux ou trois choses que je sais d'elle,Comedy Drama
124676,The Bloody Child,Drama
38554,Dear God,Comedy
49763,Bad Moon,Horror
41326,American Dream,Documentary
36555,Best of the Best 3: No Turning Back,Action
10608,Bob Roberts,Comedy Drama
11216,Nuovo Cinema Paradiso,Drama Romance
7452,"The Cook, the Thief, His Wife & Her Lover",Crime Drama
64567,Grosse fatigue,Comedy
892,Delicatessen,Comedy Fantasy
1600,La double vie de Véronique,Drama Thriller
26561,Enchanted April,Romance Drama
975,Paths of Glory,Drama War
18129,The Grifters,Crime Drama
54405,Hear My Song,Comedy Foreign
150823,The Shooter,Western
409,The English Patient,Drama Romance War
38251,Mediterraneo,Comedy Romance War
10161,My Left Foot: The Story of Christy Brown,Drama
1412,"Sex, Lies, and Videotape",Drama
41768,Passion Fish,Drama
10409,Strictly Ballroom,Comedy Drama Romance
14285,The Thin Blue Line,Mystery Documentary Crime
2469,¡Átame!,Comedy Crime Drama Romance
10174,Madonna: Truth or Dare,Documentary Music
31225,Paris is Burning,Documentary
510,One Flew Over the Cuckoo's Nest,Drama
11455,Up in Smoke,Comedy
1891,The Empire Strikes Back,Adventure Action
2493,The Princess Bride,Adventure Family Fantasy Comedy Romance
